,index,artist,ranking,song,songurl,titletext,url,year
970,70,Fabolous,"71
",Throw It in the Bag,/wiki/Throw_It_in_the_Bag,Throw It in the Bag,/wiki/Fabolous,2009
971,71,Boys Like Girls,"72
",Love Drunk,/wiki/Love_Drunk_(Boys_Like_Girls_song),Love Drunk,/wiki/Boys_Like_Girls,2009
972,72,Asher Roth,"73
",I Love College,/wiki/I_Love_College,I Love College,/wiki/Asher_Roth,2009
973,73,Britney Spears,"74
",If U Seek Amy,/wiki/If_U_Seek_Amy,If U Seek Amy,/wiki/Britney_Spears,2009
974,74,Jason Aldean,"75
",Big Green Tractor,/wiki/Big_Green_Tractor,Big Green Tractor,/wiki/Jason_Aldean,2009
975,75,Taylor Swift,"76
",White Horse,/wiki/White_Horse_(Taylor_Swift_song),White Horse,/wiki/Taylor_Swift,2009
976,76,Rihanna,"77
",Disturbia,/wiki/Disturbia_(song),Disturbia,/wiki/Rihanna,2009
977,77,Green Day,"78
",21 Guns,/wiki/21_Guns_(song),21 Guns,/wiki/Green_Day,2009
978,78,Soulja Boy Tell 'Em,"79
",Turn My Swag On,/wiki/Turn_My_Swag_On,Turn My Swag On,/wiki/Soulja_Boy,2009
979,79,The-Dream,"80
",Rockin' That Thang,/wiki/Rockin%27_That_Shit,Rockin' That Thang,/wiki/The-Dream,2009
980,80,Zac Brown Band,"81
",Chicken Fried,/wiki/Chicken_Fried,Chicken Fried,/wiki/Zac_Brown_Band,2009
981,81,Beyoncé,"82
",Diva,/wiki/Diva_(Beyonc%C3%A9_Knowles_song),Diva,/wiki/Beyonc%C3%A9_Knowles,2009
982,82,Iyaz,"83
",Replay,/wiki/Replay_(Iyaz_song),Replay,/wiki/Iyaz,2009
983,83,Brad Paisley,"84
",Then,/wiki/Then_(Brad_Paisley_song),Then,/wiki/Brad_Paisley,2009
984,84,Rob Thomas,"85
",Her Diamonds,/wiki/Her_Diamonds,Her Diamonds,/wiki/Rob_Thomas_(musician),2009
985,85,Jesse McCartney,"86
",How Do You Sleep?,/wiki/How_Do_You_Sleep%3F_(Jesse_McCartney_song),How Do You Sleep?,/wiki/Jesse_McCartney,2009
986,86,Britney Spears,"87
",3,/wiki/3_(Britney_Spears_song),3,/wiki/Britney_Spears,2009
987,87,Drake,"88
",Forever,/wiki/Forever_(Drake_song),Forever,/wiki/Drake_(musician),2009
988,88,Justin Bieber,"89
",One Time,/wiki/One_Time_(Justin_Bieber_song),One Time,/wiki/Justin_Bieber,2009
989,89,Lady Antebellum,"90
",I Run to You,/wiki/I_Run_to_You,I Run to You,/wiki/Lady_Antebellum,2009
990,90,Kelly Clarkson,"91
",I Do Not Hook Up,/wiki/I_Do_Not_Hook_Up,I Do Not Hook Up,/wiki/Kelly_Clarkson,2009
991,91,John Legend,"92
",Green Light,/wiki/Green_Light_(John_Legend_song),Green Light,/wiki/John_Legend,2009
992,92,Billy Currington,"93
",People Are Crazy,/wiki/People_Are_Crazy,People Are Crazy,/wiki/Billy_Currington,2009
993,93,Zac Brown Band,"94
",Whatever It Is,/wiki/Whatever_It_Is,Whatever It Is,/wiki/Zac_Brown_Band,2009
994,94,Kelly Clarkson,"95
",Already Gone,/wiki/Already_Gone_(Kelly_Clarkson_song),Already Gone,/wiki/Kelly_Clarkson,2009
995,95,Kristinia DeBarge,"96
",Goodbye,/wiki/Goodbye_(Kristinia_DeBarge_song),Goodbye,/wiki/Kristinia_DeBarge,2009
996,96,Michael Franti & Spearhead,"97
",Say Hey (I Love You),/wiki/Say_Hey_(I_Love_You),Say Hey (I Love You),/wiki/Michael_Franti,2009
997,97,Jim Jones,"98
",Pop Champagne,/wiki/Pop_Champagne,Pop Champagne,/wiki/Jim_Jones_(rapper),2009
998,98,Maxwell,"99
",Pretty Wings,/wiki/Pretty_Wings,Pretty Wings,/wiki/Maxwell_(musician),2009
999,99,The Fray,"100
",Never Say Never,/wiki/Never_Say_Never_(The_Fray_song),Never Say Never,/wiki/The_Fray,2009
1000,0,Kesha,"1
",Tik Tok,/wiki/Tik_Tok_(song),Tik Tok,/wiki/Kesha,2010
1001,1,Lady Antebellum,"2
",Need You Now,/wiki/Need_You_Now_(Lady_Antebellum_song),Need You Now,/wiki/Lady_Antebellum,2010
1002,2,Train,"3
","Hey, Soul Sister","/wiki/Hey,_Soul_Sister","Hey, Soul Sister",/wiki/Train_(band),2010
1003,3,Katy Perry,"4
",California Gurls,/wiki/California_Gurls,California Gurls,/wiki/Katy_Perry,2010
1004,4,Usher,"5
",OMG,/wiki/OMG_(Usher_song),OMG,/wiki/Usher_(musician),2010
1005,5,B.o.B,"6
",Airplanes,/wiki/Airplanes_(song),Airplanes,/wiki/B.o.B,2010
1006,6,Eminem,"7
",Love the Way You Lie,/wiki/Love_the_Way_You_Lie,Love the Way You Lie,/wiki/Eminem,2010
1007,7,Lady Gaga,"8
",Bad Romance,/wiki/Bad_Romance,Bad Romance,/wiki/Lady_Gaga,2010
1008,8,Taio Cruz,"9
",Dynamite,/wiki/Dynamite_(Taio_Cruz_song),Dynamite,/wiki/Taio_Cruz,2010
1009,9,Taio Cruz,"10
",Break Your Heart,/wiki/Break_Your_Heart,Break Your Heart,/wiki/Taio_Cruz,2010
1010,10,B.o.B,"11
",Nothin' on You,/wiki/Nothin%27_on_You,Nothin' on You,/wiki/B.o.B,2010
1011,11,Enrique Iglesias,"12
",I Like It,/wiki/I_Like_It_(Enrique_Iglesias_song),I Like It,/wiki/Enrique_Iglesias,2010
1012,12,Young Money,"13
",BedRock,/wiki/BedRock_(song),BedRock,/wiki/Young_Money,2010
1013,13,Jason Derulo,"14
",In My Head,/wiki/In_My_Head_(Jason_Derulo_song),In My Head,/wiki/Jason_Derulo,2010
1014,14,Rihanna,"15
",Rude Boy,/wiki/Rude_Boy_(Rihanna_song),Rude Boy,/wiki/Rihanna,2010
1015,15,Lady Gaga,"16
",Telephone,/wiki/Telephone_(song),Telephone,/wiki/Lady_Gaga,2010
1016,16,Katy Perry,"17
",Teenage Dream,/wiki/Teenage_Dream_(Katy_Perry_song),Teenage Dream,/wiki/Katy_Perry,2010
1017,17,Bruno Mars,"18
",Just the Way You Are,/wiki/Just_the_Way_You_Are_(Bruno_Mars_song),Just the Way You Are,/wiki/Bruno_Mars,2010
1018,18,Mike Posner,"19
",Cooler Than Me,/wiki/Cooler_Than_Me,Cooler Than Me,/wiki/Mike_Posner,2010
1019,19,The Black Eyed Peas,"20
",Imma Be,/wiki/Imma_Be,Imma Be,/wiki/The_Black_Eyed_Peas,2010
1020,20,Jay-Z,"21
",Empire State of Mind,/wiki/Empire_State_of_Mind,Empire State of Mind,/wiki/Jay-Z,2010
1021,21,Usher,"22
",DJ Got Us Fallin' in Love,/wiki/DJ_Got_Us_Fallin%27_in_Love,DJ Got Us Fallin' in Love,/wiki/Usher_(musician),2010
1022,22,Travie McCoy,"23
",Billionaire,/wiki/Billionaire_(song),Billionaire,/wiki/Travie_McCoy,2010
1023,23,Eminem,"24
",Not Afraid,/wiki/Not_Afraid,Not Afraid,/wiki/Eminem,2010
1024,24,Iyaz,"25
",Replay,/wiki/Replay_(Iyaz_song),Replay,/wiki/Iyaz,2010
1025,25,David Guetta,"26
",Sexy Bitch,/wiki/Sexy_Bitch,Sexy Bitch,/wiki/David_Guetta,2010
1026,26,The Script,"27
",Breakeven,/wiki/Breakeven_(song),Breakeven,/wiki/The_Script,2010
1027,27,Kesha,"28
",Your Love Is My Drug,/wiki/Your_Love_Is_My_Drug,Your Love Is My Drug,/wiki/Kesha,2010
1028,28,The Black Eyed Peas,"29
",I Gotta Feeling,/wiki/I_Gotta_Feeling,I Gotta Feeling,/wiki/The_Black_Eyed_Peas,2010
1029,29,Owl City,"30
",Fireflies,/wiki/Fireflies_(Owl_City_song),Fireflies,/wiki/Owl_City,2010
1030,30,Trey Songz,"31
",Say Aah,/wiki/Say_Aah,Say Aah,/wiki/Trey_Songz,2010
1031,31,Drake,"32
",Find Your Love,/wiki/Find_Your_Love,Find Your Love,/wiki/Drake_(rapper),2010
1032,32,Lady Gaga,"33
",Alejandro,/wiki/Alejandro_(song),Alejandro,/wiki/Lady_Gaga,2010
1033,33,Jason Derulo,"34
",Ridin' Solo,/wiki/Ridin%27_Solo,Ridin' Solo,/wiki/Jason_Derulo,2010
1034,34,Nelly,"35
",Just a Dream,/wiki/Just_a_Dream_(Nelly_song),Just a Dream,/wiki/Nelly,2010
1035,35,Ludacris,"36
",How Low,/wiki/How_Low,How Low,/wiki/Ludacris,2010
1036,36,Far East Movement,"37
",Like a G6,/wiki/Like_a_G6,Like a G6,/wiki/Far_East_Movement,2010
1037,37,Timbaland,"38
",Carry Out,/wiki/Carry_Out,Carry Out,/wiki/Timbaland,2010
1038,38,Michael Bublé,"39
",Haven't Met You Yet,/wiki/Haven%27t_Met_You_Yet,Haven't Met You Yet,/wiki/Michael_Bubl%C3%A9,2010
1039,39,Flo Rida,"40
",Club Can't Handle Me,/wiki/Club_Can%27t_Handle_Me,Club Can't Handle Me,/wiki/Flo_Rida,2010
1040,40,Jay Sean,"41
",Down,/wiki/Down_(Jay_Sean_song),Down,/wiki/Jay_Sean,2010
1041,41,La Roux,"42
",Bulletproof,/wiki/Bulletproof_(La_Roux_song),Bulletproof,/wiki/La_Roux,2010
1042,42,Jason Derulo,"43
",Whatcha Say,/wiki/Whatcha_Say,Whatcha Say,/wiki/Jason_Derulo,2010
1043,43,Justin Bieber,"44
",Baby,/wiki/Baby_(Justin_Bieber_song),Baby,/wiki/Justin_Bieber,2010
1044,44,Adam Lambert,"45
",Whataya Want from Me,/wiki/Whataya_Want_from_Me,Whataya Want from Me,/wiki/Adam_Lambert,2010
1045,45,Taylor Swift,"46
",Mine,/wiki/Mine_(Taylor_Swift_song),Mine,/wiki/Taylor_Swift,2010
1046,46,Rihanna,"47
",Only Girl (In the World),/wiki/Only_Girl_(In_the_World),Only Girl (In the World),/wiki/Rihanna,2010
1047,47,Kris Allen,"48
",Live Like We're Dying,/wiki/Live_Like_We%27re_Dying,Live Like We're Dying,/wiki/Kris_Allen,2010
1048,48,Rihanna,"49
",Hard,/wiki/Hard_(Rihanna_song),Hard,/wiki/Rihanna,2010
1049,49,Jay-Z,"50
",Young Forever,/wiki/Young_Forever,Young Forever,/wiki/Jay-Z,2010
1050,50,Kesha,"51
",Blah Blah Blah,/wiki/Blah_Blah_Blah_(Kesha_song),Blah Blah Blah,/wiki/Kesha,2010
1051,51,Trey Songz,"52
",Bottoms Up,/wiki/Bottoms_Up_(Trey_Songz_song),Bottoms Up,/wiki/Trey_Songz,2010
1052,52,Jay Sean,"53
",Do You Remember,/wiki/Do_You_Remember_(Jay_Sean_song),Do You Remember,/wiki/Jay_Sean,2010
1053,53,OneRepublic,"54
",All the Right Moves,/wiki/All_the_Right_Moves_(OneRepublic_song),All the Right Moves,/wiki/OneRepublic,2010
1054,54,Orianthi,"55
",According to You,/wiki/According_to_You,According to You,/wiki/Orianthi,2010
1055,55,Ludacris,"56
",My Chick Bad,/wiki/My_Chick_Bad,My Chick Bad,/wiki/Ludacris,2010
1056,56,Taylor Swift,"57
",You Belong with Me,/wiki/You_Belong_with_Me,You Belong with Me,/wiki/Taylor_Swift,2010
1057,57,The Black Eyed Peas,"58
",Meet Me Halfway,/wiki/Meet_Me_Halfway,Meet Me Halfway,/wiki/The_Black_Eyed_Peas,2010
1058,58,Kesha,"59
",Take It Off,/wiki/Take_It_Off_(Kesha_song),Take It Off,/wiki/Kesha,2010
1059,59,Drake,"60
",Over,/wiki/Over_(Drake_song),Over,/wiki/Drake_(rapper),2010
1060,60,Neon Trees,"61
",Animal,/wiki/Animal_(Neon_Trees_song),Animal,/wiki/Neon_Trees,2010
1061,61,Maroon 5,"62
",Misery,/wiki/Misery_(Maroon_5_song),Misery,/wiki/Maroon_5,2010
1062,62,B.o.B,"63
",Magic,/wiki/Magic_(B.o.B_song),Magic,/wiki/B.o.B,2010
1063,63,Lady Gaga,"64
",Paparazzi,/wiki/Paparazzi_(Lady_Gaga_song),Paparazzi,/wiki/Lady_Gaga,2010
1064,64,New Boyz,"65
",Tie Me Down,/wiki/Tie_Me_Down,Tie Me Down,/wiki/New_Boyz,2010
1065,65,Nicki Minaj,"66
",Your Love,/wiki/Your_Love_(Nicki_Minaj_song),Your Love,/wiki/Nicki_Minaj,2010
1066,66,Miley Cyrus,"67
",Party in the U.S.A.,/wiki/Party_in_the_U.S.A.,Party in the U.S.A.,/wiki/Miley_Cyrus,2010
1067,67,Chris Brown,"68
",Deuces,/wiki/Deuces_(song),Deuces,/wiki/Chris_Brown,2010
1068,68,Britney Spears,"69
",3,/wiki/3_(Britney_Spears_song),3,/wiki/Britney_Spears,2010
1069,69,Shontelle,"70
",Impossible,/wiki/Impossible_(Shontelle_song),Impossible,/wiki/Shontelle,2010
1070,70,Drake,"71
",Forever,/wiki/Forever_(Drake_song),Forever,/wiki/Drake_(rapper),2010
1071,71,Boys Like Girls,"72
",Two Is Better Than One,/wiki/Two_Is_Better_Than_One,Two Is Better Than One,/wiki/Boys_Like_Girls,2010
1072,72,3OH!3,"73
",My First Kiss,/wiki/My_First_Kiss_(song),My First Kiss,/wiki/3OH!3,2010
1073,73,Kelly Clarkson,"74
",Already Gone,/wiki/Already_Gone_(Kelly_Clarkson_song),Already Gone,/wiki/Kelly_Clarkson,2010
1074,74,The Black Eyed Peas,"75
",Rock That Body,/wiki/Rock_That_Body,Rock That Body,/wiki/The_Black_Eyed_Peas,2010
1075,75,OneRepublic,"76
",Secrets,/wiki/Secrets_(OneRepublic_song),Secrets,/wiki/OneRepublic,2010
1076,76,Selena Gomez & the Scene,"77
",Naturally,/wiki/Naturally_(Selena_Gomez_%26_the_Scene_song),Naturally,/wiki/Selena_Gomez_%26_the_Scene,2010
1077,77,Alicia Keys,"78
",Un-Thinkable (I'm Ready),/wiki/Un-Thinkable_(I%27m_Ready),Un-Thinkable (I'm Ready),/wiki/Alicia_Keys,2010
1078,78,DJ Khaled,"79
",All I Do Is Win,/wiki/All_I_Do_Is_Win,All I Do Is Win,/wiki/DJ_Khaled,2010
1079,79,Kevin Rudolf,"80
",I Made It (Cash Money Heroes),/wiki/I_Made_It_(Cash_Money_Heroes),I Made It (Cash Money Heroes),/wiki/Kevin_Rudolf,2010
1080,80,Sugarland,"81
",Stuck Like Glue,/wiki/Stuck_Like_Glue,Stuck Like Glue,/wiki/Sugarland,2010
1081,81,Usher,"82
",Hey Daddy (Daddy's Home),/wiki/Hey_Daddy_(Daddy%27s_Home),Hey Daddy (Daddy's Home),/wiki/Usher_(musician),2010
1082,82,Usher,"83
",There Goes My Baby,/wiki/There_Goes_My_Baby_(Usher_song),There Goes My Baby,/wiki/Usher_(musician),2010
1083,83,Taylor Swift,"84
",Today Was a Fairytale,/wiki/Today_Was_a_Fairytale,Today Was a Fairytale,/wiki/Taylor_Swift,2010
1084,84,Timbaland,"85
",Say Something,/wiki/Say_Something_(Timbaland_song),Say Something,/wiki/Timbaland,2010
1085,85,Beyoncé,"86
",Sweet Dreams,/wiki/Sweet_Dreams_(Beyonc%C3%A9_Knowles_song),Sweet Dreams,/wiki/Beyonc%C3%A9,2010
1086,86,Kings of Leon,"87
",Use Somebody,/wiki/Use_Somebody,Use Somebody,/wiki/Kings_of_Leon,2010
1087,87,Carrie Underwood,"88
",Undo It,/wiki/Undo_It,Undo It,/wiki/Carrie_Underwood,2010
1088,88,Sean Kingston,"89
",Eenie Meenie,/wiki/Eenie_Meenie,Eenie Meenie,/wiki/Sean_Kingston,2010
1089,89,Lil Wayne,"90
",Right Above It,/wiki/Right_Above_It,Right Above It,/wiki/Lil_Wayne,2010
1090,90,Miranda Lambert,"91
",The House That Built Me,/wiki/The_House_That_Built_Me,The House That Built Me,/wiki/Miranda_Lambert,2010
1091,91,The Band Perry,"92
",If I Die Young,/wiki/If_I_Die_Young,If I Die Young,/wiki/The_Band_Perry,2010
1092,92,Paramore,"93
",The Only Exception,/wiki/The_Only_Exception,The Only Exception,/wiki/Paramore,2010
1093,93,Lady Antebellum,"94
",American Honey,/wiki/American_Honey,American Honey,/wiki/Lady_Antebellum,2010
1094,94,Sara Bareilles,"95
",King of Anything,/wiki/King_of_Anything,King of Anything,/wiki/Sara_Bareilles,2010
1095,95,Daughtry,"96
",Life After You,/wiki/Life_After_You_(Daughtry_song),Life After You,/wiki/Daughtry_(band),2010
1096,96,Uncle Kracker,"97
",Smile,/wiki/Smile_(Uncle_Kracker_song),Smile,/wiki/Uncle_Kracker,2010
1097,97,Cali Swag District,"98
",Teach Me How to Dougie,/wiki/Teach_Me_How_to_Dougie,Teach Me How to Dougie,/wiki/Cali_Swag_District,2010
1098,98,Alicia Keys,"99
",Try Sleeping with a Broken Heart,/wiki/Try_Sleeping_with_a_Broken_Heart,Try Sleeping with a Broken Heart,/wiki/Alicia_Keys,2010
1099,99,Jerrod Niemann,"100
","Lover, Lover","/wiki/Lover,_Lover","Lover, Lover",/wiki/Jerrod_Niemann,2010
1100,0,Adele,"1
",Rolling in the Deep,/wiki/Rolling_in_the_Deep,Rolling in the Deep,/wiki/Adele,2011
1101,1,LMFAO,"2
",Party Rock Anthem,/wiki/Party_Rock_Anthem,Party Rock Anthem,/wiki/LMFAO,2011
1102,2,Katy Perry,"3
",Firework,/wiki/Firework_(song),Firework,/wiki/Katy_Perry,2011
1103,3,Katy Perry,"4
",E.T.,/wiki/E.T._(song),E.T.,/wiki/Katy_Perry,2011
1104,4,Pitbull,"5
",Give Me Everything,/wiki/Give_Me_Everything_(Pitbull_song),Give Me Everything,/wiki/Pitbull_(rapper),2011
1105,5,Michael Jackson,"6
",The Way You Make Me Feel,/w/index.php?title=The_Way_You_Make_Me_Feel(song)&action=edit&redlink=1,The Way You Make Me Feel,/wiki/Michael_Jackson,2011
1106,6,CeeLo Green,"7
",Fuck You,/w/index.php?title=Forget_You_(CeeLo_Green_song)&action=edit&redlink=1,Fuck You,/wiki/CeeLo_Green,2011
1107,7,Nicki Minaj,"8
",Super Bass,/wiki/Super_Bass,Super Bass,/wiki/Nicki_Minaj,2011
1108,8,Maroon 5,"9
",Moves like Jagger,/wiki/Moves_like_Jagger,Moves like Jagger,/wiki/Maroon_5,2011
1109,9,The Black Eyed Peas,"10
",Just Can't Get Enough,/wiki/Just_Can%27t_Get_Enough_(The_Black_Eyed_Peas_song),Just Can't Get Enough,/wiki/The_Black_Eyed_Peas,2011
1110,10,Jennifer Lopez,"11
",On the Floor,/wiki/On_the_Floor,On the Floor,/wiki/Jennifer_Lopez,2011
1111,11,Rihanna,"12
",S&M,/wiki/S%26M_(song),S&M,/wiki/Rihanna,2011
1112,12,Foster the People,"13
",Pumped Up Kicks,/wiki/Pumped_Up_Kicks,Pumped Up Kicks,/wiki/Foster_the_People,2011
1113,13,Katy Perry,"14
",Last Friday Night (T.G.I.F.),/wiki/Last_Friday_Night_(T.G.I.F.),Last Friday Night (T.G.I.F.),/wiki/Katy_Perry,2011
1114,14,Bruno Mars,"15
",Just the Way You Are,/wiki/Just_the_Way_You_Are_(Bruno_Mars_song),Just the Way You Are,/wiki/Bruno_Mars,2011
1115,15,Enrique Iglesias,"16
",Tonight (I'm Lovin' You),/wiki/Tonight_(I%27m_Lovin%27_You),Tonight (I'm Lovin' You),/wiki/Enrique_Iglesias,2011
1116,16,Pink,"17
",Raise Your Glass,/wiki/Raise_Your_Glass,Raise Your Glass,/wiki/Pink_(singer),2011
1117,17,Lady Gaga,"18
",Born This Way,/wiki/Born_This_Way_(song),Born This Way,/wiki/Lady_Gaga,2011
1118,18,Pink,"19
",F**kin' Perfect,/wiki/Fuckin%27_Perfect,F**kin' Perfect,/wiki/Pink_(singer),2011
1119,19,Rihanna,"20
",What's My Name?,/wiki/What%27s_My_Name%3F_(Rihanna_song),What's My Name?,/wiki/Rihanna,2011
1120,20,Chris Brown,"21
",Look at Me Now,/wiki/Look_at_Me_Now_(Chris_Brown_song),Look at Me Now,/wiki/Chris_Brown,2011
1121,21,Jeremih,"22
",Down on Me,/wiki/Down_on_Me_(Jeremih_song),Down on Me,/wiki/Jeremih,2011
1122,22,Lil Wayne,"23
",How to Love,/wiki/How_to_Love,How to Love,/wiki/Lil_Wayne,2011
1123,23,Adele,"24
",Someone Like You,/wiki/Someone_Like_You_(Adele_song),Someone Like You,/wiki/Adele,2011
1124,24,OneRepublic,"25
",Good Life,/wiki/Good_Life_(OneRepublic_song),Good Life,/wiki/OneRepublic,2011
1125,25,Bruno Mars,"26
",The Lazy Song,/wiki/The_Lazy_Song,The Lazy Song,/wiki/Bruno_Mars,2011
1126,26,Britney Spears,"27
",Till the World Ends,/wiki/Till_the_World_Ends,Till the World Ends,/wiki/Britney_Spears,2011
1127,27,Lupe Fiasco,"28
",The Show Goes On,/wiki/The_Show_Goes_On_(song),The Show Goes On,/wiki/Lupe_Fiasco,2011
1128,28,Lady Gaga,"29
",The Edge of Glory,/wiki/The_Edge_of_Glory,The Edge of Glory,/wiki/Lady_Gaga,2011
1129,29,Kesha,"30
",We R Who We R,/wiki/We_R_Who_We_R,We R Who We R,/wiki/Kesha,2011
1130,30,Wiz Khalifa,"31
",Black and Yellow,/wiki/Black_and_Yellow,Black and Yellow,/wiki/Wiz_Khalifa,2011
1131,31,Hot Chelle Rae,"32
",Tonight Tonight,/wiki/Tonight_Tonight_(Hot_Chelle_Rae_song),Tonight Tonight,/wiki/Hot_Chelle_Rae,2011
1132,32,Kesha,"33
",Blow,/wiki/Blow_(Kesha_song),Blow,/wiki/Kesha,2011
1133,33,Bad Meets Evil,"34
",Lighters,/wiki/Lighters_(song),Lighters,/wiki/Bad_Meets_Evil,2011
1134,34,The Band Perry,"35
",If I Die Young,/wiki/If_I_Die_Young,If I Die Young,/wiki/The_Band_Perry,2011
1135,35,Gym Class Heroes,"36
",Stereo Hearts,/wiki/Stereo_Hearts,Stereo Hearts,/wiki/Gym_Class_Heroes,2011
1136,36,The Black Eyed Peas,"37
",The Time (Dirty Bit),/wiki/The_Time_(Dirty_Bit),The Time (Dirty Bit),/wiki/The_Black_Eyed_Peas,2011
1137,37,Diddy – Dirty Money,"38
",Coming Home,/wiki/Coming_Home_(Diddy_%E2%80%93_Dirty_Money_song),Coming Home,/wiki/Diddy_%E2%80%93_Dirty_Money,2011
1138,38,Pitbull,"39
",Hey Baby (Drop It to the Floor),/wiki/Hey_Baby_(Drop_It_to_the_Floor),Hey Baby (Drop It to the Floor),/wiki/Pitbull_(rapper),2011
1139,39,Rihanna,"40
",Only Girl (In the World),/wiki/Only_Girl_(In_the_World),Only Girl (In the World),/wiki/Rihanna,2011
1140,40,Lil Wayne,"41
",6 Foot 7 Foot,/wiki/6_Foot_7_Foot,6 Foot 7 Foot,/wiki/Lil_Wayne,2011
1141,41,Lady Antebellum,"42
",Just a Kiss,/wiki/Just_a_Kiss_(song),Just a Kiss,/wiki/Lady_Antebellum,2011
1142,42,Jason Aldean,"43
",Dirt Road Anthem,/wiki/Dirt_Road_Anthem,Dirt Road Anthem,/wiki/Jason_Aldean,2011
1143,43,Taio Cruz,"44
",Dynamite,/wiki/Dynamite_(Taio_Cruz_song),Dynamite,/wiki/Taio_Cruz,2011
1144,44,Waka Flocka Flame,"45
",No Hands,/wiki/No_Hands,No Hands,/wiki/Waka_Flocka_Flame,2011
1145,45,Britney Spears,"46
",I Wanna Go,/wiki/I_Wanna_Go,I Wanna Go,/wiki/Britney_Spears,2011
1146,46,DJ Khaled,"47
",I'm on One,/wiki/I%27m_on_One,I'm on One,/wiki/DJ_Khaled,2011
1147,47,Cobra Starship,"48
",You Make Me Feel...,/wiki/You_Make_Me_Feel...,You Make Me Feel...,/wiki/Cobra_Starship,2011
1148,48,Chris Brown,"49
",Yeah 3x,/wiki/Yeah_3x,Yeah 3x,/wiki/Chris_Brown,2011
1149,49,Nicki Minaj,"50
",Moment 4 Life,/wiki/Moment_4_Life,Moment 4 Life,/wiki/Nicki_Minaj,2011
1150,50,Dr. Dre,"51
",I Need a Doctor,/wiki/I_Need_a_Doctor,I Need a Doctor,/wiki/Dr._Dre,2011
1151,51,Nelly,"52
",Just a Dream,/wiki/Just_a_Dream_(Nelly_song),Just a Dream,/wiki/Nelly,2011
1152,52,Kelly Rowland,"53
",Motivation,/wiki/Motivation_(Kelly_Rowland_song),Motivation,/wiki/Kelly_Rowland,2011
1153,53,Edward Maya,"54
",Stereo Love,/wiki/Stereo_Love,Stereo Love,/wiki/Edward_Maya,2011
1154,54,Christina Perri,"55
",Jar of Hearts,/wiki/Jar_of_Hearts,Jar of Hearts,/wiki/Christina_Perri,2011
1155,55,Wiz Khalifa,"56
",Roll Up,/wiki/Roll_Up,Roll Up,/wiki/Wiz_Khalifa,2011
1156,56,LMFAO,"57
",Sexy and I Know It,/wiki/Sexy_and_I_Know_It,Sexy and I Know It,/wiki/LMFAO,2011
1157,57,Far East Movement,"58
",Rocketeer,/wiki/Rocketeer_(song),Rocketeer,/wiki/Far_East_Movement,2011
1158,58,Kanye West,"59
",All of the Lights,/wiki/All_of_the_Lights,All of the Lights,/wiki/Kanye_West,2011
1159,59,Britney Spears,"60
",Hold It Against Me,/wiki/Hold_It_Against_Me,Hold It Against Me,/wiki/Britney_Spears,2011
1160,60,Usher,"61
",More,/wiki/More_(Usher_song),More,/wiki/Usher_(musician),2011
1161,61,Avril Lavigne,"62
",What the Hell,/wiki/What_the_Hell,What the Hell,/wiki/Avril_Lavigne,2011
1162,62,Tinie Tempah,"63
",Written in the Stars,/wiki/Written_in_the_Stars_(Tinie_Tempah_song),Written in the Stars,/wiki/Tinie_Tempah,2011
1163,63,Trey Songz,"64
",Bottoms Up,/wiki/Bottoms_Up_(Trey_Songz_song),Bottoms Up,/wiki/Trey_Songz,2011
1164,64,Usher,"65
",DJ Got Us Fallin' in Love,/wiki/DJ_Got_Us_Fallin%27_in_Love,DJ Got Us Fallin' in Love,/wiki/Usher_(musician),2011
1165,65,The Script,"66
",For the First Time,/wiki/For_the_First_Time_(The_Script_song),For the First Time,/wiki/The_Script,2011
1166,66,Blake Shelton,"67
",Honey Bee,/wiki/Honey_Bee_(Blake_Shelton_song),Honey Bee,/wiki/Blake_Shelton,2011
1167,67,Jason Aldean,"68
",Don't You Wanna Stay,/wiki/Don%27t_You_Wanna_Stay,Don't You Wanna Stay,/wiki/Jason_Aldean,2011
1168,68,Rihanna,"69
",We Found Love,/wiki/We_Found_Love,We Found Love,/wiki/Rihanna,2011
1169,69,Keri Hilson,"70
",Pretty Girl Rock,/wiki/Pretty_Girl_Rock,Pretty Girl Rock,/wiki/Keri_Hilson,2011
1170,70,Lady Gaga,"71
",Yoü and I,/wiki/You_and_I_(Lady_Gaga_song),Yoü and I,/wiki/Lady_Gaga,2011
1171,71,Far East Movement,"72
",Like a G6,/wiki/Like_a_G6,Like a G6,/wiki/Far_East_Movement,2011
1172,72,David Guetta,"73
",Without You,/wiki/Without_You_(David_Guetta_song),Without You,/wiki/David_Guetta,2011
1173,73,Taylor Swift,"74
",Back to December,/wiki/Back_to_December,Back to December,/wiki/Taylor_Swift,2011
1174,74,Katy Perry,"75
",Teenage Dream,/wiki/Teenage_Dream_(Katy_Perry_song),Teenage Dream,/wiki/Katy_Perry,2011
1175,75,Eli Young Band,"76
",Crazy Girl,/wiki/Crazy_Girl,Crazy Girl,/wiki/Eli_Young_Band,2011
1176,76,Rihanna,"77
",Cheers (Drink to That),/wiki/Cheers_(Drink_to_That),Cheers (Drink to That),/wiki/Rihanna,2011
1177,77,Selena Gomez & the Scene,"78
",Who Says,/wiki/Who_Says_(Selena_Gomez_%26_the_Scene_song),Who Says,/wiki/Selena_Gomez_%26_the_Scene,2011
